Beta_W_per_Mbps,Total_Power_W,Energy_Efficiency_Mbps_per_W,Change_vs_Linear_Pct
0.01,159.943147990569,0.180159515190354,0
0.05,161.095759190569,0.178870506242891,-0.715482024971561
0.1,162.536523190569,0.177284953771375,-1.59556458394236
0.15,163.977287190569,0.175727263779598,-2.46018169291437
0.2,165.418051190569,0.174196708234723,-3.30973745645972
