NaN,1,2,3,4,5
0.05,0.181079259851645,0.15331677221594,0.132935526396068,0.117337238791463,0.105015061449467
0.1,0.180720978305341,0.153059852095391,0.132742330606034,0.117186695525906,0.104894460339721
0.15,0.180364111743669,0.152803791600568,0.132549695545686,0.117036538058333,0.10477413591302
0.2,0.180008651800713,0.152548586424359,0.132357618777376,0.116886764907614,0.104654087218307
