Terrain,MechTilt_deg,ElecTilt_deg,MeanTput_PF_Mbps,StdTput_PF,MeanTput_RR_Mbps,StdTput_RR,Coverage_km,Power_W,EE_Mbps_per_W,CellEdge_5pct_Mbps,SINR_StdDev_dB
Urban,2,4,28.55632,1.13174767217317,12.85856,11.1186684200538,2.85862548816562,159.940558390569,0.178543330643291,1.248,11.4169700452428
Urban,2,4.5,28.34208,1.5073580054966,15.72064,11.636858636633,2.87341780836381,159.938415990569,0.177206206679396,1.02232,10.6846130051996
Urban,2,5,28.48456,1.02655707834589,18.40072,11.8818647801889,2.83170100257594,159.939840790569,0.178095463014114,1.10968,16.082935673449
Urban,2,5.5,28.20792,1.55501169809892,13.43056,11.1532722830018,2.83875351652904,159.937074390569,0.176368863238775,1.14192,11.2468459516522
Urban,2,6,28.66344,0.86607649565528,14.63592,10.8543260252702,2.79406461665068,159.941629590569,0.179211879192271,1.67128,11.4077167038887
Urban,2,6.5,28.19856,1.32090946035259,17.39088,10.8881986228491,2.83350622861584,159.936980790569,0.176310443404736,1.37904,14.6484175229077
Urban,2,7,28.34,1.64421658040092,15.10912,11.7330242611117,2.85905060649848,159.938395190569,0.177193224717757,1.60888,13.8021183468082
Urban,2,7.5,28.01864,2.28151952372599,14.65984,11.348867783787,2.852066676271,159.935181590569,0.175187471082674,1.2168,13.9124852541559
Urban,2,8,27.82208,2.10379346235435,13.4368,11.2261125915593,2.83646841672518,159.933215990569,0.173960611169356,1.39464,17.3420778353939
Urban,2,8.5,28.16112,1.69973636179022,14.11384,11.6643384573385,2.83973957951269,159.936606390569,0.176076763384799,1.23968,12.8349679555076
Urban,2,9,28.23496,1.98106198030145,11.78008,10.4888651238018,2.82751730646154,159.937344790569,0.176537631264121,0.89336,12.866379881778
Urban,2,9.5,27.97184,2.1133689070162,11.4348,10.9253869123099,2.82922557663417,159.934713590569,0.174895364314764,1.0192,13.99215520115
Urban,2,10,26.95784,3.50649172518281,13.39936,10.2882546501001,2.85332103012967,159.924573590569,0.168565964534107,0.962,14.3881215099316
Urban,2,10.5,27.9136,2.52142829623633,11.36616,10.2857690541399,2.73155148507666,159.934131190569,0.174531851282824,1.02024,12.4159156178407
Urban,2,11,27.24696,3.71341632110885,11.96936,10.5917294068032,2.85008255847707,159.927464790569,0.170370736731686,1.01296,13.7177194452729
Urban,2,11.5,26.77272,4.16373926843531,10.3116,10.7938817212458,2.78166203184409,159.922722390569,0.167410356700999,0.78832,13.0100773385252
Urban,2,12,26.97968,4.04273149446343,11.74784,10.9847440912107,2.74737072955617,159.924791990569,0.168702298525366,1.06496,15.4019130009602
Urban,2.5,0,28.44712,1.48995773998418,18.78552,9.95288754786309,2.84534222700769,159.939466390569,0.177861791351315,1.55064,8.97649011318174
Urban,2.5,0.5,28.81528,0.316218152546624,17.24008,10.4283608116501,2.85916435315379,159.943147990569,0.180159515190354,1.82728,10.9404266795626
Urban,2.5,1,28.68112,0.612770244921557,17.80584,11.466149027677,2.86143871378959,159.941806390569,0.179322221295677,1.67752,12.4308999734915
Urban,2.5,1.5,27.78152,2.96406162485168,17.79752,11.7315645080149,2.85538876737164,159.932810390569,0.173707445846511,1.6588,11.9734952629952
Urban,2.5,2,28.55632,1.13174767217317,16.15432,12.2028191614621,2.89694041460436,159.940558390569,0.178543330643291,1.50072,12.8282545895627
Urban,2.5,2.5,28.52928,0.991972165508114,15.78616,10.7563307668421,2.87369240037654,159.940287990569,0.178374569399814,1.63488,12.5432053284852
Urban,2.5,3,28.46688,1.19219476288611,16.5048,11.4055983675759,2.89742045944657,159.939663990569,0.177985118198564,1.6172,12.8541266954165
Urban,2.5,3.5,28.1788,1.59142298024152,16.07944,11.4439561879195,2.83926677071396,159.936783190569,0.176187112419438,0.97344,10.3565459920982
Urban,2.5,4,28.70816,0.814832682461966,19.31904,10.8252166853177,2.83628811779015,159.942076790569,0.179490979334919,0.97864,10.7284709346
Urban,2.5,4.5,28.2308,1.89588000136924,16.83968,11.4965794477119,2.830443722499,159.937303190569,0.176511666989672,1.28128,11.3196926362262
Urban,2.5,5,28.27968,1.9691560964649,16.12832,11.58669203808,2.85860722556628,159.937791990569,0.176816746361408,1.16584,11.0529634728263
Urban,2.5,5.5,28.4492,1.33723571106173,17.71744,11.5707293124875,2.78674347500223,159.939487190569,0.17787477313906,1.43312,11.795117706567
Urban,2.5,6,27.9188,2.58909427075515,17.2484,11.2532596420517,2.82874752181,159.934183190569,0.17456430791117,1.118,13.992505507726
Urban,2.5,6.5,28.2152,2.17115171167333,13.07176,10.8953714766727,2.80423595144462,159.937147190569,0.176414300840198,1.05872,12.2308612613062
Urban,2.5,7,28.25056,1.67464584327796,16.87712,10.3643515891182,2.8379702042293,159.937500790569,0.176634997173007,1.16584,10.8165582802309
Urban,2.5,7.5,28.29528,1.66011569599279,15.06648,11.2213768849223,2.84935783719305,159.937947990569,0.176914111725808,1.26568,12.4745285553686
Urban,2.5,8,28.01864,2.00333821163679,13.4212,10.3744049330208,2.86014791516247,159.935181590569,0.175187471082674,1.05872,15.9585084996639
Urban,2.5,8.5,27.33848,4.18323970850052,13.77064,11.6724946422724,2.82447228957448,159.928379990569,0.170942017930852,1.05768,13.0083383403504
Urban,2.5,9,27.5704,2.71796394383737,11.75408,10.3130938208054,2.832856312219,159.930699190569,0.172389667146693,0.91104,12.8447109785272
Urban,2.5,9.5,28.2152,1.8766812217751,11.67608,10.5925552752287,2.87454674339981,159.937147190569,0.176414300840198,0.92768,10.8093982355269
Urban,2.5,10,27.72016,2.51250143961782,12.82632,11.5461634045642,2.79418335646998,159.932196790569,0.173324449712271,0.8684,13.2442017099309
Urban,2.5,10.5,27.08992,3.59413846984339,11.63448,10.9427310664874,2.73611603575055,159.925894390569,0.169390454893073,0.83616,13.1768445748519
Urban,2.5,11,27.1232,3.21306110004977,12.65992,10.6086825430678,2.77857667236121,159.926227190569,0.169598198347291,0.95888,12.8881168288436
Urban,2.5,11.5,26.29952,4.03467263543178,11.14464,10.1298558237821,2.77386215335609,159.917990390569,0.164456293727607,0.79664,10.8046271987154
Urban,2.5,12,26.74256,3.37973125462209,10.57888,10.3020876993403,2.82067508810556,159.922420790569,0.167222080980262,0.86008,13.3494337840158
Urban,3,0,28.61872,0.912218892456795,16.89168,10.8785251953618,2.9068606941053,159.941182390569,0.17893277748888,1.72224,12.4319387740237
Urban,3,0.5,28.12784,1.78037427113125,17.82144,10.4404179996076,2.8741703559794,159.936273590569,0.175869046893053,1.48408,9.26631497157807
Urban,3,1,28.16112,1.69973636179022,17.58952,10.2301586921679,2.81583835202732,159.936606390569,0.176076763384799,1.56624,13.69091899895
Urban,3,1.5,28.16112,1.69973636179022,14.872,11.8115079961391,2.85306820053062,159.936606390569,0.176076763384799,1.24384,11.4540956575657
Urban,3,2,28.38472,1.62690836188127,15.61144,11.6069154336577,2.86022531896706,159.938842390569,0.177472336148869,1.00568,8.71417889197204
Urban,3,2.5,28.49392,1.31210358973828,18.19584,11.3635818429054,2.85246713496047,159.939934390569,0.178153880758877,1.58288,11.5647600736767
Urban,3,3,27.82208,2.37021397329095,13.86632,11.3319131108853,2.84393802617223,159.933215990569,0.173960611169356,1.64736,11.4989926716256
Urban,3,3.5,28.60104,1.09749393490026,17.51256,11.7015883801634,2.8478405971097,159.941005590569,0.178822434524486,1.52256,13.0835476864539
Urban,3,4,28.21728,2.06956746974742,17.38776,11.1654808693251,2.8589398159439,159.937167990569,0.176427283004435,1.1388,11.6024386875595
Urban,3,4.5,28.46688,1.19219476288611,16.19488,11.4503189379696,2.87408387312277,159.939663990569,0.177985118198564,1.26048,13.4836635884141
Urban,3,5,27.9188,2.58909427075515,15.35768,10.9960654659858,2.77778077958067,159.934183190569,0.17456430791117,1.41128,15.4782517165517
Urban,3,5.5,28.5116,1.1632417054534,17.07368,11.795016425039,2.7605558647345,159.940111190569,0.178264225201322,1.00672,10.6030563424324
Urban,3,6,27.9396,2.66248228508048,12.49872,10.6573350098342,2.87405512782496,159.934391190569,0.174694134213502,1.38216,14.7791263870979
Urban,3,6.5,28.1684,1.99841688363973,13.41808,10.6099243872741,2.81646517562192,159.936679190569,0.176122201252138,1.27296,11.7659000428545
Urban,3,7,28.21312,1.98814331023717,14.73264,11.5723431133484,2.85033136766202,159.937126390569,0.176401318672583,0.8216,11.5157370083668
Urban,3,7.5,27.742,2.51128018414221,11.85912,11.1521261753176,2.85412892836552,159.932415190569,0.173460770707075,0.82784,12.6496485179085
Urban,3,8,28.04568,2.35167054335632,13.37752,11.6778504281413,2.81888508785195,159.935451990569,0.17535624310271,1.55168,13.9652203156562
Urban,3,8.5,28.33064,1.42573194606869,14.78152,11.2776617315933,2.84112011503322,159.938301590569,0.177134805848598,0.84448,14.4212180135671
Urban,3,9,27.67232,2.08321726692741,11.76656,10.5547376424243,2.81310422811121,159.931718390569,0.173025840517898,1.0036,14.7184070973936
Urban,3,9.5,28.44712,1.48995773998418,11.94128,11.5298883705944,2.767573372515,159.939466390569,0.177861791351315,0.97448,13.4161867195887
Urban,3,10,26.80288,4.10389625042906,11.32768,10.7238542215426,2.84288437782636,159.923023990569,0.167598631711595,0.82888,12.3480918787674
Urban,3,10.5,27.4456,3.0334414752346,11.96,11.1309898710853,2.8084129353202,159.929451190569,0.17161066830209,0.78832,10.2421383472377
Urban,3,11,26.8372,3.98763126455303,11.22888,10.7266843397241,2.79922398436677,159.923367190569,0.167812874825353,0.89232,11.9152202173568
Urban,3,11.5,27.53504,3.04100419075069,11.68544,10.6163150764495,2.79411256114827,159.930345590569,0.17216895204173,0.8216,15.9097904631333
Urban,3,12,26.1196,4.1757195347213,12.79824,11.4740611008181,2.81532634901638,159.916191190569,0.163333054680334,1.10552,13.9333254996403
Urban,3.5,0,28.77056,0.442613212082744,16.65248,10.590228122343,2.83410783158679,159.942700790569,0.179880418786178,1.48928,11.6251869617061
Urban,3.5,0.5,28.66344,0.86607649565528,18.50472,10.7890174148132,2.84531170441176,159.941629590569,0.179211879192271,2.25576,14.4195812157325
Urban,3.5,1,28.574,0.954000385059607,15.78304,11.6175221232448,2.87768480770651,159.940735190569,0.178653674224732,1.57664,10.9432036638776
Urban,3.5,1.5,28.5116,1.1632417054534,16.91872,10.9019784743272,2.89485568193433,159.940111190569,0.178264225201322,1.638,11.3267383773774
Urban,3.5,2,28.52928,0.991972165508114,16.69096,11.1522156395865,2.85512503590382,159.940287990569,0.178374569399814,0.96304,11.4358646941914
Urban,3.5,2.5,28.36496,1.85530679524703,19.92328,10.2647913446193,2.83925993923583,159.938644790569,0.177349008034565,1.36136,10.8418131579239
Urban,3.5,3,28.2776,1.76540746293995,13.01872,11.4829604784033,2.92152827244687,159.937771190569,0.17680376429847,1.21784,9.86279143150244
Urban,3.5,3.5,28.574,0.954000385059607,14.60784,12.1830919559253,2.85769713229593,159.940735190569,0.178653674224732,1.08264,12.4566658193636
Urban,3.5,4,28.23288,1.77862433243177,13.5668,11.6482664874764,2.85184731642284,159.937323990569,0.176524649128585,1.18248,11.2717723200332
Urban,3.5,4.5,28.42216,1.21878794525964,13.99632,11.5102321639026,2.84269486200246,159.939216790569,0.177706009635005,0.99216,11.3241372715582
Urban,3.5,5,28.20792,1.55501169809892,17.24008,10.9438525616635,2.876051643794,159.937074390569,0.176368863238775,1.39776,13.4288245587818
Urban,3.5,5.5,28.12368,2.00762169621222,14.26152,12.2613868081378,2.86530066348895,159.936231990569,0.175843082270804,1.01504,13.6755994780629
Urban,3.5,6,28.23288,1.77862433243177,15.88392,12.1690938737342,2.82696258417055,159.937323990569,0.176524649128585,1.80648,13.900188766864
Urban,3.5,6.5,28.08104,1.90607618067343,13.41184,11.4816103815392,2.84628914196688,159.935805590569,0.175576944113982,1.014,13.6238995813141
Urban,3.5,7,27.52776,2.85196953471435,13.33904,10.7556902243626,2.84760456579491,159.930272790569,0.172123510575437,1.0504,14.5147663250894
