Terrain,MechTilt_deg,ElecTilt_deg,MeanTput_PF_Mbps,StdTput_PF,MeanTput_RR_Mbps,StdTput_RR,Coverage_km
Urban,6,10.5,13.4115,15.2202505158524,1.6845,2.77449154194539,1.24074875192364
Urban,6,11,16.8105,16.9295683024749,1.458,1.88791430106434,1.24888586849096
Urban,6,11.5,15.8565,16.5650555864335,2.124,3.4550021412321,1.25707635014603
Urban,6,12,11.274,13.5331518117246,2.76,5.99239952279688,1.26532054686942
Suburban,0,0,16.3245,14.606983486731,3.909,9.52102367588353,0.443685918681421
Suburban,0,0.5,14.1405,14.4039791217849,2.961,7.33272501342093,0.446595713298576
Suburban,0,1,15.678,14.2296602423334,4.3335,9.79709141812518,0.449524591020147
Suburban,0,1.5,15.1815,15.3889378586817,3.261,8.29781468649599,0.452472676997535
Suburban,0,2,15.4005,16.1389838036441,1.842,3.03235713528575,0.455440097202914
Suburban,0,2.5,15.627,16.148293048101,1.668,3.38634352199826,0.458426978434611
Suburban,0,3,17.3655,16.5819777767851,3.4875,8.13267573070612,0.461433448322526
Suburban,0,3.5,12.96,14.8388873076997,2.3055,5.87347741885469,0.464459635333587
Suburban,0,4,14.361,15.0359434661869,3.1755,7.35617623677754,0.467505668777236
Suburban,0,4.5,15.5715,15.2199050739216,1.722,2.17169664698609,0.470571678810956
Suburban,0,5,19.563,16.8635053368183,4.281,10.1864838418968,0.473657796445834
Suburban,0,5.5,15.396,15.5253293369387,2.8335,7.049467359384,0.476764153552158
Suburban,0,6,16.359,15.4122133520193,3.6075,8.63243357569437,0.47989088286505
Suburban,0,6.5,14.7495,14.7438040341684,3.0165,7.03461668378278,0.483038117990141
Suburban,0,7,15.7545,15.8264428445638,2.865,6.92630301599545,0.48620599340928
Suburban,0,7.5,14.2485,14.292443424083,2.5725,5.01401670523824,0.489394644486274
Suburban,0,8,14.925,14.7646511462136,3.297,7.62574124868112,0.492604207472683
Suburban,0,8.5,16.6485,15.1427353515992,2.0505,5.73256560523884,0.495834819513633
Suburban,0,9,21.246,16.4119079777273,3.312,7.30039005108352,0.49908661865368
Suburban,0,9.5,14.5125,14.1387270755301,2.637,6.50930307564583,0.502359743842707
Suburban,0,10,19.887,16.5481187968387,3.9765,9.99142031179445,0.505654334941863
Suburban,0,10.5,14.6115,15.6927947280767,2.028,3.15269418311464,0.508970532729541
Suburban,0,11,20.091,15.8781205835359,2.109,3.9013725999019,0.512308478907388
Suburban,0,11.5,15.9555,16.0990106886436,5.0445,10.1717549731939,0.515668316106364
Suburban,0,12,15.378,15.5572680042192,2.583,6.0138391418868,0.519050187892837
Suburban,0.5,0,19.9995,15.8925084151146,3.5505,8.06162408625974,0.446595713298576
Suburban,0.5,0.5,18.237,16.6917592707006,3.099,8.13764551266494,0.449524591020147
Suburban,0.5,1,14.0475,15.0522730756819,3.288,8.17730064987019,0.452472676997535
Suburban,0.5,1.5,17.541,15.8491097413021,1.8825,3.09408277431062,0.455440097202914
Suburban,0.5,2,17.6685,15.6825530333188,2.1105,3.80434127018069,0.458426978434611
Suburban,0.5,2.5,15.7635,16.3190262455221,3.399,8.07542246320177,0.461433448322526
Suburban,0.5,3,14.757,14.6973099371196,4.212,7.77773549227248,0.464459635333587
Suburban,0.5,3.5,12.447,14.5038899075034,2.9895,7.71351201477257,0.467505668777236
Suburban,0.5,4,14.25,15.6394296636444,1.656,2.83302571359272,0.470571678810956
Suburban,0.5,4.5,14.7105,13.9127300850109,2.577,4.05874226522333,0.473657796445834
Suburban,0.5,5,14.4975,14.7605628470335,2.967,7.40334907666931,0.476764153552158
Suburban,0.5,5.5,19.074,15.970558019975,2.988,7.60224228468825,0.47989088286505
Suburban,0.5,6,14.1795,14.0051445449338,3.8655,8.67658985313884,0.483038117990141
Suburban,0.5,6.5,14.07,14.9607113017083,2.0145,3.16490678361616,0.48620599340928
Suburban,0.5,7,17.91,15.9678591398535,2.7405,5.24186417708628,0.489394644486274
Suburban,0.5,7.5,16.0365,15.4146268084199,2.157,5.81704927303336,0.492604207472683
Suburban,0.5,8,15.1725,14.9684227574898,2.709,5.15671436684489,0.495834819513633
Suburban,0.5,8.5,15.027,16.0602729854554,2.577,5.02336083530067,0.49908661865368
Suburban,0.5,9,15.834,14.8928389516847,3.465,8.18166036489725,0.502359743842707
Suburban,0.5,9.5,17.58,15.7772359261497,2.0955,3.23107792243027,0.505654334941863
Suburban,0.5,10,17.0475,15.8041652430811,3.0225,6.34297025719603,0.508970532729541
Suburban,0.5,10.5,15.138,16.8086645841376,1.6125,2.3148932734247,0.512308478907388
Suburban,0.5,11,19.41,16.1664476806825,2.622,6.13893903284432,0.515668316106364
Suburban,0.5,11.5,14.5875,14.5637552012256,2.2785,5.90083661052241,0.519050187892837
Suburban,0.5,12,17.067,16.0855520798724,2.3355,5.84489592878841,0.522454238774714
Suburban,1,0,17.5935,15.4980066279111,2.805,5.93633312916384,0.449524591020147
Suburban,1,0.5,13.8,14.4842639806524,4.941,10.8257838477575,0.452472676997535
Suburban,1,1,17.193,15.2518567287222,3.618,8.96516933607446,0.455440097202914
Suburban,1,1.5,18.588,15.9712474753341,2.139,5.36887800386712,0.458426978434611
Suburban,1,2,16.3185,15.0779283631569,2.8065,6.32513372045466,0.461433448322526
Suburban,1,2.5,16.806,16.9249827118351,4.611,9.49123946229428,0.464459635333587
Suburban,1,3,16.1595,16.0594827746661,2.8005,6.12951934477404,0.467505668777236
Suburban,1,3.5,13.152,14.2100090838558,1.5435,2.43401076792346,0.470571678810956
Suburban,1,4,12.6735,14.0686240950767,1.2045,0.483072912483727,0.473657796445834
Suburban,1,4.5,12.0945,13.6322755242618,2.415,5.439291576772,0.476764153552158
Suburban,1,5,13.539,15.1523430194671,4.728,9.3618821694733,0.47989088286505
Suburban,1,5.5,12.231,14.5701352367206,3.3975,7.29318288414823,0.483038117990141
Suburban,1,6,18.27,15.8173995192326,2.94,6.45578169913906,0.48620599340928
Suburban,1,6.5,16.8165,17.2084990347971,1.2465,0.777194227556368,0.489394644486274
Suburban,1,7,17.5515,16.190136523923,5.169,10.4406394948406,0.492604207472683
Suburban,1,7.5,14.256,15.0827907069681,1.3035,0.837071699803694,0.495834819513633
Suburban,1,8,13.6245,13.4364200942431,2.364,4.88884392243802,0.49908661865368
Suburban,1,8.5,17.871,15.9178522228269,3.786,8.68404906499643,0.502359743842707
Suburban,1,9,16.9635,15.8176512824072,2.6895,5.84076999484255,0.505654334941863
Suburban,1,9.5,15.501,15.6579484933502,2.9745,6.76903116466184,0.508970532729541
Suburban,1,10,11.2905,14.5102144616987,1.8225,4.01393379875856,0.512308478907388
Suburban,1,10.5,19.365,15.8332203719565,4.8735,9.55020355857424,0.515668316106364
Suburban,1,11,15.4185,15.5294846376898,2.367,6.01194907102955,0.519050187892837
Suburban,1,11.5,17.124,15.6026668638828,2.478,4.30778140256036,0.522454238774714
Suburban,1,12,16.401,15.8120747583379,2.064,4.02772331498091,0.52588061420762
Suburban,1.5,0,16.221,15.8618769960158,3.9375,9.56013626247779,0.452472676997535
Suburban,1.5,0.5,13.728,14.9124610952843,1.845,3.2847630610665,0.455440097202914
Suburban,1.5,1,14.6865,15.4607750964055,2.3535,5.18453845878418,0.458426978434611
Suburban,1.5,1.5,14.922,14.6977973151887,3.5625,7.34167453303261,0.461433448322526
Suburban,1.5,2,17.2395,15.9460754960112,2.4585,4.23663748671957,0.464459635333587
Suburban,1.5,2.5,15.6285,16.1218629364232,4.1775,10.1451245579302,0.467505668777236
Suburban,1.5,3,15.8385,15.5152527076304,2.6805,6.40789191751317,0.470571678810956
Suburban,1.5,3.5,17.5815,17.4930990839595,3.4665,8.44957523687868,0.473657796445834
Suburban,1.5,4,15.096,15.3897953202764,2.2965,4.69185140886379,0.476764153552158
Suburban,1.5,4.5,15.5265,16.2418499263665,3.204,7.14998637075909,0.47989088286505
Suburban,1.5,5,18.033,15.5437675678737,2.643,6.34673915953568,0.483038117990141
Suburban,1.5,5.5,15.9765,14.7918270749183,1.9845,3.65748774182944,0.48620599340928
Suburban,1.5,6,17.1135,16.2957395599624,3.519,8.90403995672866,0.489394644486274
Suburban,1.5,6.5,16.3485,15.8111095097267,2.61,5.79041475727123,0.492604207472683
Suburban,1.5,7,14.61,14.3462485318907,2.9505,5.98577925723348,0.495834819513633
Suburban,1.5,7.5,17.589,15.447296969809,4.392,9.22968596763858,0.49908661865368
Suburban,1.5,8,16.0365,15.6500523325069,4.0245,9.11814809842974,0.502359743842707
Suburban,1.5,8.5,14.4975,15.1203988194486,2.037,5.73750470187883,0.505654334941863
Suburban,1.5,9,14.739,15.4677496615324,3.2055,7.77217579456568,0.508970532729541
Suburban,1.5,9.5,13.356,15.6253657589844,1.77,2.39487654660306,0.512308478907388
Suburban,1.5,10,12.864,14.3702757631927,1.947,5.72646167063974,0.515668316106364
Suburban,1.5,10.5,12.1605,14.0898683475404,2.541,5.26906828692179,0.519050187892837
Suburban,1.5,11,14.412,14.9127720906802,4.458,11.0769357731481,0.522454238774714
Suburban,1.5,11.5,16.5525,17.1122086519824,1.653,2.53582313649668,0.52588061420762
Suburban,1.5,12,11.8035,14.801016072747,3.357,8.18797967904719,0.529329460601113
Suburban,2,0,16.029,16.1154970099451,3.132,6.89852845887869,0.455440097202914
Suburban,2,0.5,19.413,16.5698038304499,3.0195,6.95204104885018,0.458426978434611
Suburban,2,1,14.955,16.1100820884923,2.5815,4.46494226600698,0.461433448322526
Suburban,2,1.5,17.319,15.7157925900889,2.25,3.71345457733889,0.464459635333587
Suburban,2,2,13.521,14.5552223954013,2.5185,4.79734676351291,0.467505668777236
Suburban,2,2.5,15.5925,15.9885380261701,5.1945,10.8871991043029,0.470571678810956
Suburban,2,3,16.8315,15.1156669720593,5.6265,11.6815738932067,0.473657796445834
Suburban,2,3.5,12.3825,14.1952539945359,2.7105,5.47408805656435,0.476764153552158
Suburban,2,4,16.062,15.1836237305802,3.7995,8.36128482522701,0.47989088286505
Suburban,2,4.5,15.759,16.5430003694762,4.5585,8.96421828375322,0.483038117990141
Suburban,2,5,11.928,14.2020511237796,3.666,9.14191228376654,0.48620599340928
Suburban,2,5.5,16.9935,16.2180815333519,2.478,6.01112412659281,0.489394644486274
Suburban,2,6,15.711,15.0810050482488,1.899,2.39580820158366,0.492604207472683
Suburban,2,6.5,16.3245,15.8363203779238,2.85,5.59209764958097,0.495834819513633
Suburban,2,7,15.4035,16.127487159872,2.445,6.57974047314007,0.49908661865368
Suburban,2,7.5,14.6235,16.3564546096628,2.8215,5.95596513281142,0.502359743842707
Suburban,2,8,16.6635,14.4062222685554,4.3455,8.68545243085076,0.505654334941863
Suburban,2,8.5,15.0495,15.2144487667319,4.467,8.9987264405037,0.508970532729541
Suburban,2,9,17.3535,15.8678093227793,3.783,7.79322940056277,0.512308478907388
Suburban,2,9.5,16.1685,16.2200137852555,1.2045,0.483072912483727,0.515668316106364
Suburban,2,10,14.4885,15.9430061196957,2.946,6.44864793612441,0.519050187892837
Suburban,2,10.5,11.49,13.2536883584171,2.184,4.83684772536487,0.522454238774714
Suburban,2,11,10.1925,13.5174398406998,1.935,5.72756492761103,0.52588061420762
Suburban,2,11.5,14.6595,15.3615599046478,2.5785,5.61039716754091,0.529329460601113
Suburban,2,12,15.105,16.4344919456065,3.4815,9.12873603976331,0.532800925324934
Suburban,2.5,0,13.557,14.357379209142,2.7315,6.05947733399709,0.458426978434611
Suburban,2.5,0.5,17.5695,16.7794390169782,4.071,9.37767561819026,0.461433448322526
Suburban,2.5,1,13.443,14.2456698039532,1.3245,1.41067802846716,0.464459635333587
Suburban,2.5,1.5,15.6885,16.3227540959089,3.2655,7.0480003134483,0.467505668777236
Suburban,2.5,2,12.099,14.0707776861792,2.031,4.37050515456994,0.470571678810956
Suburban,2.5,2.5,15.651,15.5532495128241,1.5705,1.97139421553915,0.473657796445834
Suburban,2.5,3,16.3755,15.8494789153384,4.8615,8.50242793955626,0.476764153552158
Suburban,2.5,3.5,19.323,16.2296268205616,3.369,8.5853169625203,0.47989088286505
Suburban,2.5,4,15.6555,13.6027029595637,2.4375,4.37437531983431,0.483038117990141
Suburban,2.5,4.5,13.599,13.8184834071424,2.649,5.70316990267479,0.48620599340928
Suburban,2.5,5,17.07,15.2388483816855,2.6325,6.51312695286079,0.489394644486274
Suburban,2.5,5.5,15.546,14.8229890400564,2.2035,5.86853206708875,0.492604207472683
Suburban,2.5,6,12.3645,13.5804068891735,2.166,5.79651056187061,0.495834819513633
Suburban,2.5,6.5,17.079,16.9330399165751,3.825,7.87252876677332,0.49908661865368
Suburban,2.5,7,18.0795,16.5995748424163,2.445,5.70366423575982,0.502359743842707
Suburban,2.5,7.5,15.0255,15.3388582927312,1.6605,2.77667530786481,0.505654334941863
Suburban,2.5,8,15.1215,15.6339080810831,2.955,6.34488384609271,0.508970532729541
Suburban,2.5,8.5,18.9315,16.6226408560918,3.177,6.97156366965116,0.512308478907388
Suburban,2.5,9,14.673,15.648791144549,2.4705,6.29521337840044,0.515668316106364
Suburban,2.5,9.5,13.236,13.4219105440716,2.3295,4.46235298162898,0.519050187892837
Suburban,2.5,10,14.559,15.2692340732492,3.351,5.61680913846636,0.522454238774714
Suburban,2.5,10.5,14.877,14.934705540848,3.291,5.94563971601484,0.52588061420762
Suburban,2.5,11,17.79,16.1129107506106,3.5535,8.8979145257843,0.529329460601113
Suburban,2.5,11.5,14.832,15.1221624425469,2.892,6.43000269781262,0.532800925324934
Suburban,2.5,12,17.6895,15.923728515864,1.6455,2.18872743988886,0.536295156715313
Suburban,3,0,17.0595,14.8481694140719,3.7875,8.78021496006208,0.461433448322526
Suburban,3,0.5,16.6635,16.4609418745696,2.913,7.35117691535283,0.464459635333587
Suburban,3,1,15.531,16.0842366106365,3.537,9.12627435887555,0.467505668777236
Suburban,3,1.5,12.576,13.9508429633394,1.491,1.76611212577694,0.470571678810956
Suburban,3,2,17.4945,16.1223821557967,2.7315,5.22668489092078,0.473657796445834
Suburban,3,2.5,15.9165,15.3585486150621,3.3135,8.27571165014384,0.476764153552158
Suburban,3,3,13.227,14.885677303217,4.122,10.1509130985687,0.47989088286505
Suburban,3,3.5,14.4435,14.32354616514,3.144,7.75266998115712,0.483038117990141
Suburban,3,4,16.533,16.5781070594163,3.75,8.75578088919497,0.48620599340928
Suburban,3,4.5,15.4215,15.9265029166186,2.9325,6.96621813849245,0.489394644486274
Suburban,3,5,13.086,16.2745820034726,2.814,8.00996216455178,0.492604207472683
Suburban,3,5.5,18.624,16.898276056257,2.6565,6.68696914734553,0.495834819513633
Suburban,3,6,16.5885,16.0318060859515,5.2005,9.80470848206959,0.49908661865368
Suburban,3,6.5,15.7815,16.388480438144,1.5315,2.43457666143586,0.502359743842707
Suburban,3,7,16.575,15.8265486716827,4.965,10.0958253142331,0.505654334941863
Suburban,3,7.5,12.4785,14.178711775124,2.391,5.94816847132504,0.508970532729541
Suburban,3,8,17.4375,15.8029158459663,2.238,5.87329271762772,0.512308478907388
Suburban,3,8.5,13.587,13.2549300031254,2.0655,3.00562775710594,0.515668316106364
Suburban,3,9,12.966,14.4097913140436,2.1585,5.86769869797386,0.519050187892837
Suburban,3,9.5,13.239,14.0278296283364,2.4285,5.02982687757415,0.522454238774714
Suburban,3,10,14.3835,15.223611000277,1.7895,3.45495462771826,0.52588061420762
Suburban,3,10.5,17.253,16.1226822729182,2.4795,4.77656291870279,0.529329460601113
Suburban,3,11,15.6915,14.4471588284439,1.767,2.64420062377565,0.532800925324934
Suburban,3,11.5,17.274,16.4664833984128,2.091,5.76212731762236,0.536295156715313
Suburban,3,12,19.9335,17.1482354732765,3.6945,8.63879522318727,0.539812304081302
Suburban,3.5,0,17.7945,15.0854617217088,2.8425,6.92817975697065,0.464459635333587
Suburban,3.5,0.5,13.3275,15.2708474515252,1.6935,2.06327712632114,0.467505668777236
Suburban,3.5,1,15.2175,14.7643032085735,4.563,9.54670345924579,0.470571678810956
Suburban,3.5,1.5,11.7855,14.0172179927082,1.578,2.04892106998303,0.473657796445834
Suburban,3.5,2,14.9205,16.5431861319989,1.896,2.7881050180789,0.476764153552158
Suburban,3.5,2.5,20.0745,16.6715842583623,3.4185,7.26675195177126,0.47989088286505
Suburban,3.5,3,13.995,15.2543662200535,2.535,6.01326340140642,0.483038117990141
Suburban,3.5,3.5,16.1955,16.4777800989634,3.7575,8.95332604085641,0.48620599340928
Suburban,3.5,4,14.244,15.4058302639763,2.457,5.96655012617537,0.489394644486274
Suburban,3.5,4.5,13.5015,13.6568565141082,1.7895,3.45495462771826,0.492604207472683
Suburban,3.5,5,10.0065,13.6455259263292,1.968,4.19254695859212,0.495834819513633
Suburban,3.5,5.5,15.4275,15.038180362745,3.7185,7.84957396803112,0.49908661865368
Suburban,3.5,6,14.148,14.5284115035446,1.9185,3.61864083318472,0.502359743842707
Suburban,3.5,6.5,14.7315,15.2340346421948,3.5295,8.42864208505494,0.505654334941863
Suburban,3.5,7,16.575,15.033490673717,1.848,3.45388290809882,0.508970532729541
Suburban,3.5,7.5,16.161,14.5658989507994,2.181,5.81391618692353,0.512308478907388
Suburban,3.5,8,15.105,15.8440993651857,2.895,6.64207944756423,0.515668316106364
Suburban,3.5,8.5,13.7415,13.9519607739835,4.005,9.26788810894909,0.519050187892837
Suburban,3.5,9,14.697,15.3067584112778,1.6455,2.18872743988886,0.522454238774714
Suburban,3.5,9.5,19.6065,15.8988165472164,1.863,3.59946934864526,0.52588061420762
Suburban,3.5,10,14.547,15.406390007436,2.13,3.44310535560501,0.529329460601113
Suburban,3.5,10.5,14.1855,15.4063233191533,2.0805,4.72685362086253,0.532800925324934
Suburban,3.5,11,13.098,15.3322571124823,4.701,10.4549519074817,0.536295156715313
Suburban,3.5,11.5,15.9465,15.5003085963355,2.0265,5.73518590788121,0.539812304081302
Suburban,3.5,12,18.408,17.1223884050642,2.016,5.7265354415445,0.543352517711155
Suburban,4,0,17.349,15.4193680883783,2.6295,6.3899268823066,0.467505668777236
Suburban,4,0.5,13.293,14.3403384598432,1.92,4.63484198264424,0.470571678810956
Suburban,4,1,13.59,15.57664804397,1.911,4.10513043865446,0.473657796445834
Suburban,4,1.5,13.878,15.6721615924413,2.478,6.31883045882281,0.476764153552158
Suburban,4,2,17.3895,16.0873707358871,5.2965,9.17953442696951,0.47989088286505
Suburban,4,2.5,14.019,15.2115755131359,3.9375,8.79852615498755,0.483038117990141
Suburban,4,3,17.7945,16.002206711665,2.0295,4.02616027768799,0.48620599340928
Suburban,4,3.5,19.7655,15.2262343171118,1.8015,2.01317351513495,0.489394644486274
Suburban,4,4,19.0095,15.4333341607161,3.1065,7.17553384560255,0.492604207472683
Suburban,4,4.5,13.8105,15.2536889900811,1.701,2.92938995529856,0.495834819513633
Suburban,4,5,13.254,14.7075030830789,2.091,3.62778309771707,0.49908661865368
Suburban,4,5.5,12.9675,13.5050607011156,2.3955,5.34019626731728,0.502359743842707
Suburban,4,6,16.305,13.5836946448336,2.8275,6.4512679698155,0.505654334941863
Suburban,4,6.5,15.984,15.6083031278423,4.3665,8.60523631818655,0.508970532729541
Suburban,4,7,16.539,16.5863873063893,3.342,7.6612186647146,0.512308478907388
Suburban,4,7.5,12.123,13.745512106183,2.1465,5.86921667147625,0.515668316106364
Suburban,4,8,15.2265,14.9185915120725,2.859,5.41656981598396,0.519050187892837
Suburban,4,8.5,18.2565,15.4520215390368,2.568,6.41012639564644,0.522454238774714
Suburban,4,9,15.885,16.2410548378145,2.3835,6.19139793732945,0.52588061420762
Suburban,4,9.5,14.8065,16.1449894372394,2.5245,6.06441083919375,0.529329460601113
Suburban,4,10,15.6765,15.7531446569132,3.9105,8.83555128906129,0.532800925324934
Suburban,4,10.5,14.262,15.5251246667577,4.128,8.23849791886747,0.536295156715313
Suburban,4,11,14.5605,15.0478777488687,2.7615,6.93888262559879,0.539812304081302
Suburban,4,11.5,16.101,16.6054868298747,3.375,8.63346744964511,0.543352517711155
Suburban,4,12,12.5865,14.4782923452558,2.6745,6.79088992469969,0.546915948878753
Suburban,4.5,0,16.059,15.5060453648615,3.4545,8.52550748085546,0.470571678810956
Suburban,4.5,0.5,13.863,13.4769647009637,2.5425,4.840681796514,0.473657796445834
Suburban,4.5,1,14.721,15.4005030397566,3.9255,8.42413547008637,0.476764153552158
Suburban,4.5,1.5,13.4565,14.3960620412639,2.61,4.72518221223008,0.47989088286505
Suburban,4.5,2,10.7595,13.2250939292988,2.709,6.04410397471311,0.483038117990141
Suburban,4.5,2.5,13.7655,14.2630220575545,3.1065,6.88761238287512,0.48620599340928
Suburban,4.5,3,16.2405,15.1594020885942,2.2395,5.7661178049721,0.489394644486274
Suburban,4.5,3.5,16.419,15.0956326972609,3.897,8.91176080313228,0.492604207472683
Suburban,4.5,4,17.148,16.399359774711,5.34,11.5695137304549,0.495834819513633
Suburban,4.5,4.5,12.588,14.2356240051614,2.553,6.28708515895231,0.49908661865368
Suburban,4.5,5,15.6315,14.5843122402261,2.4555,6.02896979472565,0.502359743842707
Suburban,4.5,5.5,18.558,16.5219716419916,1.698,2.42141719339931,0.505654334941863
Suburban,4.5,6,17.9835,15.7752952121541,1.3065,0.706670296647075,0.508970532729541
Suburban,4.5,6.5,14.3055,14.2825793792469,1.2045,0.483072912483727,0.512308478907388
Suburban,4.5,7,21.309,16.8582647629086,3.432,8.66555319901147,0.515668316106364
Suburban,4.5,7.5,19.596,15.2710864254068,3.9945,8.78292826035432,0.519050187892837
Suburban,4.5,8,11.7135,13.8065841380562,2.412,4.06008834225793,0.522454238774714
Suburban,4.5,8.5,15.6975,14.9276821761806,3.09,6.36697273723822,0.52588061420762
Suburban,4.5,9,13.533,15.1730262475949,1.716,3.37177192561528,0.529329460601113
Suburban,4.5,9.5,14.046,13.0271883664394,3.3975,7.71619396041169,0.532800925324934
Suburban,4.5,10,15.8085,15.2572578998472,2.421,4.97055195473238,0.536295156715313
Suburban,4.5,10.5,18.1305,16.2490245311614,3.4665,8.22844991539744,0.539812304081302
Suburban,4.5,11,15.5535,15.7463617517942,2.577,6.22378756326508,0.543352517711155
Suburban,4.5,11.5,11.9955,12.7243987568957,2.487,6.22158487584529,0.546915948878753
Suburban,4.5,12,15.444,16.5662111244668,2.322,6.29711960392388,0.550502749850065
Suburban,5,0,18.3135,16.6821097577431,4.2345,10.018243422652,0.473657796445834
Suburban,5,0.5,11.3745,14.6754397858518,2.745,6.91857526326551,0.476764153552158
Suburban,5,1,18.4935,15.0701910544746,3.5385,7.85162990033513,0.47989088286505
Suburban,5,1.5,16.494,15.2404441121213,3.5115,7.04787782866269,0.483038117990141
Suburban,5,2,13.839,14.6354651725296,2.5035,4.44522505226745,0.48620599340928
Suburban,5,2.5,15.0735,16.0931245697772,4.113,9.54818237858357,0.489394644486274
Suburban,5,3,17.9385,16.4022570388769,2.0565,3.76722848513117,0.492604207472683
Suburban,5,3.5,16.545,14.973036991028,4.3635,9.71100549923243,0.495834819513633
Suburban,5,4,13.3935,14.8567786785723,1.4235,1.34142600410526,0.49908661865368
Suburban,5,4.5,15.8235,15.5639705353914,3.3255,8.52163137406859,0.502359743842707
Suburban,5,5,15.4605,16.1353657475163,3.342,8.60746211618922,0.505654334941863
Suburban,5,5.5,12.939,14.263303993687,1.1715,0.256646843036918,0.508970532729541
Suburban,5,6,19.4175,16.9845339686626,1.593,1.82360542187554,0.512308478907388
Suburban,5,6.5,15.7905,15.8691716683252,2.8515,5.62624455619576,0.515668316106364
Suburban,5,7,13.143,14.7325563058867,4.44,9.4356426405845,0.519050187892837
Suburban,5,7.5,15.039,15.4515248900738,2.0085,3.88558826607624,0.522454238774714
Suburban,5,8,11.6835,13.4864752830836,1.404,1.02857589284745,0.52588061420762
Suburban,5,8.5,13.9395,14.9426685746775,2.1435,3.81801853861718,0.529329460601113
Suburban,5,9,17.709,15.7660533347792,1.347,1.18323363573501,0.532800925324934
Suburban,5,9.5,16.3635,14.8447400239125,2.445,4.24712988321501,0.536295156715313
Suburban,5,10,14.061,15.1973616131222,2.8935,6.82628811571673,0.539812304081302
Suburban,5,10.5,14.3955,15.5324731348125,1.206,0.34943686475382,0.543352517711155
Suburban,5,11,14.0175,14.2708192437489,2.892,7.38476513658011,0.546915948878753
Suburban,5,11.5,15.8715,16.3332451831926,3.5145,7.48009107564874,0.550502749850065
Suburban,5,12,12.387,13.8085850625099,3.9495,9.55690995071746,0.554113073889654
Suburban,5.5,0,13.683,13.7482795213044,3.1395,5.89182477970059,0.476764153552158
Suburban,5.5,0.5,16.8135,15.533014716193,2.985,5.53342809934423,0.47989088286505
Suburban,5.5,1,15.0405,16.7038099726392,3.588,8.45663795548823,0.483038117990141
Suburban,5.5,1.5,18.495,16.857790544458,3.744,8.915197927227,0.48620599340928
Suburban,5.5,2,15.3975,15.6551902213722,3.3435,7.82763584412071,0.489394644486274
Suburban,5.5,2.5,16.6815,15.5415734517823,4.0545,9.89435611387438,0.492604207472683
Suburban,5.5,3,16.7565,15.8688742077833,2.802,7.30973079433944,0.495834819513633
Suburban,5.5,3.5,15.9375,16.0107873791391,4.581,9.17336645080836,0.49908661865368
Suburban,5.5,4,15.3495,15.0740870116466,1.371,1.42721685779831,0.502359743842707
Suburban,5.5,4.5,13.203,15.2195209302704,3.048,7.79580087126972,0.505654334941863
Suburban,5.5,5,14.622,14.5879866006665,2.8365,7.24513420461327,0.508970532729541
Suburban,5.5,5.5,14.8785,15.2945735424999,2.925,7.31957467817549,0.512308478907388
Suburban,5.5,6,12.7755,14.6163955064866,2.256,5.31227294832928,0.515668316106364
Suburban,5.5,6.5,12.081,13.588534858175,2.7,7.31282770066353,0.519050187892837
Suburban,5.5,7,13.8555,15.7216786911369,3.5835,8.61470268180617,0.522454238774714
Suburban,5.5,7.5,14.8005,16.3348596581367,3.12,7.01837239111806,0.52588061420762
Suburban,5.5,8,14.8065,14.6169568935032,3.0105,6.83295975625587,0.529329460601113
Suburban,5.5,8.5,14.1585,14.8651151429878,1.671,3.36367282861446,0.532800925324934
Suburban,5.5,9,17.136,15.5807615870551,2.217,5.76588188203253,0.536295156715313
Suburban,5.5,9.5,19.149,15.9866222453752,3.111,7.51260532541875,0.539812304081302
Suburban,5.5,10,14.7705,16.5821106965628,2.7765,5.86408214802415,0.543352517711155
Suburban,5.5,10.5,14.745,15.6050472604219,2.586,6.51871160739668,0.546915948878753
Suburban,5.5,11,14.994,15.7708087028807,3.981,9.49509212645122,0.550502749850065
Suburban,5.5,11.5,15.057,15.7728009884233,2.271,5.87527975886238,0.554113073889654
Suburban,5.5,12,15.6795,16.5784273167245,2.118,5.74130895976071,0.55774707526723
Suburban,6,0,19.863,16.268056875048,4.2705,9.64619477952264,0.47989088286505
Suburban,6,0.5,17.4105,16.4458597621507,4.305,10.0018301896631,0.483038117990141
Suburban,6,1,15.2835,15.1887030135787,2.7945,6.40057851737973,0.48620599340928
Suburban,6,1.5,14.784,14.2323277098589,4.6845,9.93326057048865,0.489394644486274
Suburban,6,2,17.6565,15.4919612218725,4.6215,9.05124302265175,0.492604207472683
Suburban,6,2.5,16.569,15.9078304745859,1.416,1.02875444800288,0.495834819513633
Suburban,6,3,17.4015,15.664157391501,3.324,7.04531607320982,0.49908661865368
Suburban,6,3.5,16.467,15.9788990642698,1.626,2.77230729810063,0.502359743842707
Suburban,6,4,17.421,16.8057049351507,4.176,9.17806552246681,0.505654334941863
Suburban,6,4.5,11.7825,13.8631699429585,2.8425,6.53801920714992,0.508970532729541
Suburban,6,5,12.8385,14.7130566494317,1.833,3.12721937516513,0.512308478907388
Suburban,6,5.5,14.7945,15.6698603281612,2.544,5.22551520748658,0.515668316106364
Suburban,6,6,11.733,14.3707544218479,1.6335,2.82781199220622,0.519050187892837
Suburban,6,6.5,14.8935,14.1266797899491,4.386,9.21745261192382,0.522454238774714
